feature_selection_method,n_feature_to_select,model_name,sn,sp,acc,mcc,auc
RFE_MLR,108,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_MLR,109,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_MLR,110,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_MLR,116,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_MLR,120,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_MLR,128,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_MLR,132,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,12,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,32,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,37,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,63,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,74,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,76,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,78,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,81,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,85,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,103,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,105,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,107,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_DT,114,KNN,0.625,0.363636364,0.518518519,-0.007463518,0.494318182
RFE_MLR,33,DT,0.4375,0.545454545,0.481481481,-0.008883363,0.491477273
RFE_MLR,81,DT,0.4375,0.545454545,0.481481481,-0.008883363,0.491477273
RFE_MLR,100,DT,0.4375,0.545454545,0.481481481,-0.008883363,0.491477273
RFE_MLR,101,DT,0.4375,0.545454545,0.481481481,-0.008883363,0.491477273
RFE_MLR,138,DT,0.4375,0.545454545,0.481481481,-0.008883363,0.491477273
RFE_DT,9,DT,0.4375,0.545454545,0.481481481,-0.008883363,0.491477273
RFE_MLR,29,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,42,DT,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,57,DT,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,58,DT,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,67,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,69,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,74,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,78,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,79,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,115,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,117,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,121,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,133,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_DT,35,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_DT,80,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_DT,99,KNN,0.6875,0.272727273,0.518518519,-0.031254984,0.480113636
RFE_MLR,9,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,10,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,20,KNN,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,21,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,61,KNN,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,108,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,112,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,116,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,117,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,119,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,120,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,121,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,122,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,125,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,13,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,16,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,17,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,18,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,19,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,19,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,21,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,21,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,22,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,23,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,24,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,25,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,27,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,27,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,30,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,30,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,31,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,32,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,34,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,34,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,35,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,36,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,38,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,39,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,39,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,40,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,41,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,42,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,42,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,43,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,43,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,45,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,46,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,47,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,47,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,48,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,48,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,49,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,49,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,50,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,50,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,51,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,55,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,56,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,58,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,59,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,60,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,61,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,62,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,63,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,64,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,65,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,66,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,67,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,68,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,69,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,70,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,71,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,72,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,73,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,76,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,80,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,81,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,82,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,84,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,85,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,86,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,89,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,90,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,90,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,91,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,92,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,92,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,94,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,94,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,95,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,95,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,97,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,98,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,99,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,99,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,101,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,102,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,102,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,104,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,105,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,105,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,109,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,110,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,111,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,112,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,113,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,113,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,114,SVM,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,115,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,116,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,118,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,120,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,121,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,123,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,124,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,125,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,127,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,128,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,132,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,135,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,137,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_DT,139,DT,0.5,0.454545455,0.481481481,-0.02548236,0.477272727
RFE_MLR,65,DT,0.3125,0.636363636,0.444444444,-0.025770305,0.474431818
RFE_MLR,70,DT,0.3125,0.636363636,0.444444444,-0.025770305,0.474431818
RFE_MLR,12,SVM,0.75,0.181818182,0.518518519,-0.069786316,0.465909091
RFE_MLR,30,KNN,0.75,0.181818182,0.518518519,-0.069786316,0.465909091
RFE_DT,1,SVM,0.75,0.181818182,0.518518519,-0.069786316,0.465909091
RFE_DT,44,KNN,0.75,0.181818182,0.518518519,-0.069786316,0.465909091
RFE_DT,51,KNN,0.75,0.181818182,0.518518519,-0.069786316,0.465909091
RFE_MLR,10,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,21,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,27,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,44,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,46,DT,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,46,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,47,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,48,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,49,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,51,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,65,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,66,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,70,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,71,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,72,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,77,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,79,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,81,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,92,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,96,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,97,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,98,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,99,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,100,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,111,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,112,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,127,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,131,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,132,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,133,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,134,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,135,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,136,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,137,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,138,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,139,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_DT,6,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_DT,12,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_DT,65,KNN,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_DT,110,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_DT,138,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_DT,139,SVM,0.5625,0.363636364,0.481481481,-0.046296484,0.463068182
RFE_MLR,1,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,1,SVM,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,2,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,2,SVM,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,3,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,4,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,61,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,63,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,66,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,71,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,80,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,113,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,137,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_DT,4,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_DT,15,DT,0.375,0.545454545,0.444444444,-0.041077096,0.460227273
RFE_MLR,114,DT,0.1875,0.727272727,0.407407407,-0.045262927,0.457386364
RFE_MLR,12,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,40,DT,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,40,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,41,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,44,DT,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,45,DT,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,45,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,48,SVM,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,49,SVM,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,50,SVM,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,51,DT,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,51,SVM,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,52,DT,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,53,DT,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,75,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,76,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,80,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,86,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,87,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,88,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,89,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,114,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,118,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,119,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,134,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,135,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,136,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,137,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_DT,10,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_DT,73,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_DT,75,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_DT,88,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_DT,102,KNN,0.625,0.272727273,0.481481481,-0.075377836,0.448863636
RFE_MLR,3,SVM,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_MLR,4,SVM,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_MLR,5,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_MLR,16,KNN,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_MLR,24,SVM,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_MLR,32,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_MLR,68,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_MLR,82,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_MLR,106,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_MLR,110,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_MLR,113,SVM,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,17,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,24,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,25,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,26,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,28,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,29,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,33,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,35,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,37,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,40,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,41,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,44,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,45,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,46,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,52,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,77,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,88,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,98,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,103,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,106,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,112,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,130,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_DT,136,DT,0.4375,0.454545455,0.444444444,-0.059213309,0.446022727
RFE_MLR,13,SVM,0.6875,0.181818182,0.481481481,-0.122590412,0.434659091
RFE_DT,27,KNN,0.6875,0.181818182,0.481481481,-0.122590412,0.434659091
RFE_MLR,5,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,17,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,18,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,19,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,20,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,22,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,23,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,33,KNN,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,35,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,56,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,60,KNN,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,61,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,62,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,63,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,64,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,65,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,67,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,68,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,69,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,78,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,80,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,81,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,82,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,84,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,85,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,86,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,87,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,88,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,89,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,93,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,94,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
