feature_selection_method,n_feature_to_select,model_name,sn,sp,acc,mcc,auc
RFE_MLR,97,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,98,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,99,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,100,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,101,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,111,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,120,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,128,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,129,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,132,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,134,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,135,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,1,KNN,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,11,KNN,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,20,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,28,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,36,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,38,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,53,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,57,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,67,KNN,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,71,KNN,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,74,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,78,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,79,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,83,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,93,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,93,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,96,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,100,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,100,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,107,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,108,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,109,SVM,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,111,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,114,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,117,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,119,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,122,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,126,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,133,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,134,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_DT,138,DT,0.5,0.363636364,0.444444444,-0.082572282,0.431818182
RFE_MLR,72,DT,0.3125,0.545454545,0.407407407,-0.073351957,0.428977273
RFE_MLR,77,DT,0.3125,0.545454545,0.407407407,-0.073351957,0.428977273
RFE_MLR,84,DT,0.3125,0.545454545,0.407407407,-0.073351957,0.428977273
RFE_MLR,109,DT,0.3125,0.545454545,0.407407407,-0.073351957,0.428977273
RFE_DT,11,DT,0.3125,0.545454545,0.407407407,-0.073351957,0.428977273
RFE_MLR,13,KNN,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,18,SVM,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,23,KNN,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,25,KNN,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,32,KNN,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,42,KNN,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,44,SVM,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,45,SVM,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,46,SVM,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,47,SVM,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,59,KNN,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,85,KNN,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,113,KNN,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,116,DT,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,126,KNN,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,138,KNN,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,139,KNN,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_DT,70,KNN,0.5625,0.272727273,0.444444444,-0.115693126,0.417613636
RFE_MLR,2,KNN,0.375,0.454545455,0.407407407,-0.092318618,0.414772727
RFE_MLR,73,DT,0.375,0.454545455,0.407407407,-0.092318618,0.414772727
RFE_MLR,83,DT,0.375,0.454545455,0.407407407,-0.092318618,0.414772727
RFE_MLR,88,DT,0.375,0.454545455,0.407407407,-0.092318618,0.414772727
RFE_MLR,94,DT,0.375,0.454545455,0.407407407,-0.092318618,0.414772727
RFE_MLR,99,DT,0.375,0.454545455,0.407407407,-0.092318618,0.414772727
RFE_DT,16,DT,0.375,0.454545455,0.407407407,-0.092318618,0.414772727
RFE_MLR,7,KNN,0.625,0.181818182,0.444444444,-0.169728651,0.403409091
RFE_MLR,8,KNN,0.625,0.181818182,0.444444444,-0.169728651,0.403409091
RFE_MLR,5,KNN,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,29,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,30,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,31,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,32,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,33,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,34,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,62,KNN,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,85,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,87,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,90,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,91,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,92,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,95,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,96,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,102,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,104,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,105,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,106,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,107,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,108,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,109,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,110,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,114,SVM,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,121,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,122,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,123,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,124,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,125,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,126,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,131,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,133,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,136,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_DT,13,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_DT,18,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_DT,23,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_DT,54,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_DT,75,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_DT,87,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_DT,129,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_DT,131,DT,0.4375,0.363636364,0.407407407,-0.117515849,0.400568182
RFE_MLR,96,DT,0.25,0.545454545,0.37037037,-0.106600358,0.397727273
RFE_MLR,17,SVM,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,26,KNN,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,52,SVM,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,53,SVM,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,54,SVM,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,55,SVM,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,56,SVM,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,57,SVM,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,58,SVM,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,77,KNN,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,83,SVM,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,117,DT,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,118,DT,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,119,DT,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_DT,22,SVM,0.5,0.272727273,0.407407407,-0.153864364,0.386363636
RFE_MLR,74,DT,0.3125,0.454545455,0.37037037,-0.125646338,0.383522727
RFE_MLR,86,DT,0.3125,0.454545455,0.37037037,-0.125646338,0.383522727
RFE_MLR,93,DT,0.3125,0.454545455,0.37037037,-0.125646338,0.383522727
RFE_MLR,97,DT,0.3125,0.454545455,0.37037037,-0.125646338,0.383522727
RFE_MLR,98,DT,0.3125,0.454545455,0.37037037,-0.125646338,0.383522727
RFE_DT,12,DT,0.3125,0.454545455,0.37037037,-0.125646338,0.383522727
RFE_MLR,15,SVM,0.5625,0.181818182,0.407407407,-0.213676081,0.372159091
RFE_MLR,31,KNN,0.5625,0.181818182,0.407407407,-0.213676081,0.372159091
RFE_MLR,115,DT,0.5625,0.181818182,0.407407407,-0.213676081,0.372159091
RFE_MLR,22,KNN,0.375,0.363636364,0.37037037,-0.152054692,0.369318182
RFE_MLR,25,SVM,0.375,0.363636364,0.37037037,-0.152054692,0.369318182
RFE_MLR,35,SVM,0.375,0.363636364,0.37037037,-0.152054692,0.369318182
RFE_MLR,36,SVM,0.375,0.363636364,0.37037037,-0.152054692,0.369318182
RFE_MLR,38,SVM,0.375,0.363636364,0.37037037,-0.152054692,0.369318182
RFE_MLR,39,SVM,0.375,0.363636364,0.37037037,-0.152054692,0.369318182
RFE_MLR,63,KNN,0.375,0.363636364,0.37037037,-0.152054692,0.369318182
RFE_MLR,67,DT,0.375,0.363636364,0.37037037,-0.152054692,0.369318182
RFE_MLR,69,DT,0.375,0.363636364,0.37037037,-0.152054692,0.369318182
RFE_MLR,103,SVM,0.375,0.363636364,0.37037037,-0.152054692,0.369318182
RFE_MLR,111,DT,0.375,0.363636364,0.37037037,-0.152054692,0.369318182
RFE_MLR,91,DT,0.1875,0.545454545,0.333333333,-0.141823836,0.366477273
RFE_MLR,18,KNN,0.4375,0.272727273,0.37037037,-0.191023294,0.355113636
RFE_MLR,42,SVM,0.4375,0.272727273,0.37037037,-0.191023294,0.355113636
RFE_MLR,43,SVM,0.4375,0.272727273,0.37037037,-0.191023294,0.355113636
RFE_MLR,127,DT,0.4375,0.272727273,0.37037037,-0.191023294,0.355113636
RFE_MLR,130,DT,0.4375,0.272727273,0.37037037,-0.191023294,0.355113636
RFE_DT,1,DT,0.25,0.454545455,0.333333333,-0.160018938,0.352272727
RFE_MLR,16,SVM,0.5,0.181818182,0.37037037,-0.255945348,0.340909091
RFE_MLR,34,SVM,0.3125,0.363636364,0.333333333,-0.186982758,0.338068182
RFE_MLR,90,DT,0.3125,0.363636364,0.333333333,-0.186982758,0.338068182
RFE_MLR,95,DT,0.3125,0.363636364,0.333333333,-0.186982758,0.338068182
RFE_DT,14,DT,0.3125,0.363636364,0.333333333,-0.186982758,0.338068182
RFE_MLR,26,SVM,0.375,0.272727273,0.333333333,-0.228039831,0.323863636
RFE_MLR,27,SVM,0.375,0.272727273,0.333333333,-0.228039831,0.323863636
RFE_MLR,28,SVM,0.375,0.272727273,0.333333333,-0.228039831,0.323863636
RFE_MLR,37,SVM,0.375,0.272727273,0.333333333,-0.228039831,0.323863636
RFE_MLR,59,SVM,0.375,0.272727273,0.333333333,-0.228039831,0.323863636
RFE_MLR,60,SVM,0.375,0.272727273,0.333333333,-0.228039831,0.323863636
RFE_MLR,64,KNN,0.375,0.272727273,0.333333333,-0.228039831,0.323863636
RFE_MLR,89,DT,0.375,0.272727273,0.333333333,-0.228039831,0.323863636
RFE_DT,64,KNN,0.5,0.090909091,0.333333333,-0.452267017,0.295454545
RFE_MLR,17,KNN,0.3125,0.272727273,0.296296296,-0.265667164,0.292613636
RFE_MLR,40,SVM,0.3125,0.272727273,0.296296296,-0.265667164,0.292613636
RFE_MLR,41,SVM,0.3125,0.272727273,0.296296296,-0.265667164,0.292613636
