feature_selection_method,n_feature_to_select,model_name,sn,sp,acc,mcc,auc
RFE_MLR,1,DT,0.3125,0.45454545454545453,0.37037037037037035,-0.1256463380045133,0.3835227272727273
RFE_MLR,1,SVM,0.4375,0.45454545454545453,0.4444444444444444,-0.059213309367202295,0.4460227272727273
RFE_MLR,1,KNN,0.4375,0.45454545454545453,0.4444444444444444,-0.059213309367202295,0.4460227272727273
RFE_MLR,2,DT,0.3125,0.45454545454545453,0.37037037037037035,-0.1256463380045133,0.3835227272727273
RFE_MLR,2,SVM,0.4375,0.45454545454545453,0.4444444444444444,-0.059213309367202295,0.4460227272727273
RFE_MLR,2,KNN,1.0,0.0,0.5925925925925926,,0.5
RFE_MLR,3,DT,0.3125,0.36363636363636365,0.3333333333333333,-0.18698275763527653,0.3380681818181818
RFE_MLR,3,SVM,0.5,0.36363636363636365,0.4444444444444444,-0.08257228238447704,0.43181818181818177
RFE_MLR,3,KNN,0.875,0.09090909090909091,0.5555555555555556,-0.06527912098338669,0.48295454545454547
RFE_MLR,4,DT,0.6875,0.2727272727272727,0.5185185185185185,-0.03125498365364782,0.48011363636363635
RFE_MLR,4,SVM,0.6875,0.2727272727272727,0.5185185185185185,-0.03125498365364782,0.48011363636363635
RFE_MLR,4,KNN,0.5,0.5454545454545454,0.5185185185185185,0.02414022747926338,0.5227272727272727
RFE_MLR,5,DT,0.625,0.2727272727272727,0.48148148148148145,-0.07537783614444091,0.44886363636363635
RFE_MLR,5,SVM,0.5625,0.2727272727272727,0.4444444444444444,-0.11569312604606714,0.41761363636363635
RFE_MLR,5,KNN,0.6875,0.18181818181818182,0.48148148148148145,-0.12259041190447599,0.43465909090909083
RFE_MLR,6,DT,0.375,0.36363636363636365,0.37037037037037035,-0.15205469203753422,0.3693181818181818
RFE_MLR,6,SVM,0.6875,0.2727272727272727,0.5185185185185185,-0.03125498365364782,0.48011363636363635
RFE_MLR,6,KNN,0.5,0.2727272727272727,0.4074074074074074,-0.1538643637241659,0.38636363636363635
RFE_MLR,7,DT,0.375,0.45454545454545453,0.4074074074074074,-0.09231861823449955,0.4147727272727273
RFE_MLR,7,SVM,0.625,0.2727272727272727,0.48148148148148145,-0.07537783614444091,0.44886363636363635
RFE_MLR,7,KNN,0.4375,0.2727272727272727,0.37037037037037035,-0.1910232943645853,0.35511363636363635
RFE_MLR,8,DT,0.5,0.45454545454545453,0.48148148148148145,-0.025482359571881278,0.4772727272727273
RFE_MLR,8,SVM,0.75,0.2727272727272727,0.5555555555555556,0.019462473604038074,0.5113636363636364
RFE_MLR,8,KNN,0.5625,0.36363636363636365,0.48148148148148145,-0.04629648418672792,0.4630681818181819
RFE_MLR,9,DT,0.4375,0.45454545454545453,0.4444444444444444,-0.059213309367202295,0.4460227272727273
RFE_MLR,9,SVM,0.6875,0.2727272727272727,0.5185185185185185,-0.03125498365364782,0.48011363636363635
RFE_MLR,9,KNN,0.5,0.36363636363636365,0.4444444444444444,-0.08257228238447704,0.43181818181818177
RFE_MLR,10,DT,0.4375,0.45454545454545453,0.4444444444444444,-0.059213309367202295,0.4460227272727273
RFE_MLR,10,SVM,0.6875,0.2727272727272727,0.5185185185185185,-0.03125498365364782,0.48011363636363635
RFE_MLR,10,KNN,0.625,0.36363636363636365,0.5185185185185185,-0.007463517925331652,0.4943181818181818
RFE_MLR,11,DT,0.5625,0.36363636363636365,0.48148148148148145,-0.04629648418672792,0.4630681818181819
RFE_MLR,11,SVM,0.75,0.18181818181818182,0.5185185185185185,-0.06978631577988531,0.4659090909090909
RFE_MLR,11,KNN,0.625,0.36363636363636365,0.5185185185185185,-0.007463517925331652,0.4943181818181818
RFE_MLR,12,DT,0.5625,0.45454545454545453,0.5185185185185185,0.009869275424396534,0.5085227272727273
RFE_MLR,12,SVM,0.6875,0.18181818181818182,0.48148148148148145,-0.12259041190447599,0.43465909090909083
RFE_MLR,12,KNN,0.625,0.2727272727272727,0.48148148148148145,-0.07537783614444091,0.44886363636363635
RFE_MLR,13,DT,0.4375,0.2727272727272727,0.37037037037037035,-0.1910232943645853,0.35511363636363635
RFE_MLR,13,SVM,0.625,0.45454545454545453,0.5555555555555556,0.048167164724278275,0.5397727272727273
RFE_MLR,13,KNN,0.6875,0.2727272727272727,0.5185185185185185,-0.03125498365364782,0.48011363636363635
RFE_MLR,14,DT,0.375,0.2727272727272727,0.3333333333333333,-0.22803983095539362,0.32386363636363635
RFE_MLR,14,SVM,0.625,0.36363636363636365,0.5185185185185185,-0.007463517925331652,0.4943181818181818
RFE_MLR,14,KNN,0.5,0.2727272727272727,0.4074074074074074,-0.1538643637241659,0.38636363636363635
RFE_MLR,15,DT,0.3125,0.45454545454545453,0.37037037037037035,-0.1256463380045133,0.3835227272727273
RFE_MLR,15,SVM,0.5,0.45454545454545453,0.48148148148148145,-0.025482359571881278,0.4772727272727273
RFE_MLR,15,KNN,0.5,0.5454545454545454,0.5185185185185185,0.02414022747926338,0.5227272727272727
RFE_MLR,16,DT,0.375,0.36363636363636365,0.37037037037037035,-0.15205469203753422,0.3693181818181818
RFE_MLR,16,SVM,0.5625,0.18181818181818182,0.4074074074074074,-0.21367608086182116,0.3721590909090909
RFE_MLR,16,KNN,0.375,0.45454545454545453,0.4074074074074074,-0.09231861823449955,0.4147727272727273
RFE_MLR,17,DT,0.5,0.6363636363636364,0.5555555555555556,0.06978631577988531,0.5681818181818182
RFE_MLR,17,SVM,0.5,0.2727272727272727,0.4074074074074074,-0.1538643637241659,0.38636363636363635
